rank,name,net_worth (in billion $),age,country / territory,source,industry
383.00,Bubba Cathy,6.6,68,United States,Chick-fil-A,Food & Beverage
383.00,Rahel Blocher,6.6,47,Switzerland,Chemicals,Manufacturing
390.00,Simon Reuben,6.5,81,United Kingdom,"Real estate, investments",Diversified
390.00,Radovan Vitek,6.5,51,Czech Republic,Real estate,Real Estate
390.00,Melinda French Gates,6.5,58,United States,Microsoft,Technology
390.00,David Bonderman,6.5,80,United States,Private equity,Finance & Investments
390.00,Annette Lerner & family,6.5,93,United States,Real estate,Real Estate
390.00,Nathan Kirsh,6.5,91,Eswatini (Swaziland),"Retail, real estate",Fashion & Retail
390.00,David Reuben,6.5,84,United Kingdom,"Investments, real estate",Real Estate
397.00,Alexei Kuzmichev,6.4,60,Russia,"Oil, banking, telecom",Energy
397.00,Dmitry Rybolovlev & family,6.4,56,Russia,Fertilizer,Manufacturing
397.00,Carl Bennet,6.4,71,Sweden,Investments,Finance & Investments
397.00,Luis Carlos Sarmiento,6.4,90,Colombia,Banking,Finance & Investments
397.00,Jian Jun,6.4,59,China,Biomedical products,Healthcare
397.00,Stanley Druckenmiller,6.4,69,United States,Hedge funds,Finance & Investments
397.00,Stephen Bisciotti,6.4,62,United States,"Staffing, Baltimore Ravens",Sports
397.00,Dennis Washington,6.4,88,United States,"Construction, mining",Logistics
405.00,Stef Wertheimer & family,6.3,96,Israel,Metalworking tools,Manufacturing
405.00,Wang Yusuo & family,6.3,59,China,Natural gas distribution,Energy
405.00,Alain Merieux & family,6.3,85,France,Pharmaceuticals,Healthcare
405.00,John Grayken,6.3,66,Ireland,Private equity,Finance & Investments
405.00,Gao Jifan & family,6.3,58,China,Solar equipment,Energy
405.00,Anthony Bamford & family,6.3,77,United Kingdom,Construction equipment,Construction & Engineering
411.00,Ruan Xueping,6.2,51,Hong Kong,Power strip,Manufacturing
411.00,Michal Solowow,6.2,60,Poland,Investments,Finance & Investments
411.00,Gustaf Douglas,6.2,85,Sweden,Investments,Diversified
411.00,Maria Asuncion Aramburuzabala & family,6.2,59,Mexico,"Beer, investments",Food & Beverage
411.00,Lin Muqin & family,6.2,59,China,Beverages,Food & Beverage
411.00,Frits Goldschmeding,6.2,89,Netherlands,Temp agency,Service
411.00,Ruan Liping,6.2,59,Hong Kong,Power strips,Manufacturing
418.00,Zhou Qunfei,6.1,53,Hong Kong,Smartphone screens,Technology
418.00,Sunil Mittal,6.1,65,India,Telecom,Telecom
418.00,Michael Kadoorie,6.1,81,Hong Kong,"Hotels, energy",Energy
418.00,Wolfgang Herz,6.1,72,Germany,Coffee,Fashion & Retail
418.00,Michael Herz,6.1,79,Germany,Coffee,Fashion & Retail
418.00,Tom Gores,6.1,58,United States,Private equity,Finance & Investments
418.00,Mike Adenuga,6.1,69,Nigeria,"Telecom, oil",Diversified
425.00,Gopikishan Damani,6,65,India,"Retail, investments",Fashion & Retail
425.00,Sumet Jiaravanon,6,88,Thailand,Diversified,Diversified
425.00,Joe Lewis,6,86,United Kingdom,Investments,Finance & Investments
425.00,Rene Benko,6,46,Austria,"Real estate, retail",Real Estate
425.00,Alexander Abramov,6,64,Russia,"Steel, mining",Metals & Mining
425.00,Les Wexner & family,6,85,United States,Retail,Fashion & Retail
425.00,David Steward,6,71,United States,IT provider,Technology
425.00,Michael Milken,6,76,United States,Investments,Finance & Investments
425.00,Frank Lowy,6,92,Australia,Investments,Finance & Investments
425.00,Alain Bouchard,6,74,Canada,Convinience stores,Fashion & Retail
425.00,Neil Bluhm,6,85,United States,Real estate,Real Estate
425.00,Jay Chaudhry,6,63,United States,Security software,Technology
437.00,Tsai Eng-meng,5.9,66,Taiwan,"Food, beverages",Food & Beverage
437.00,Antony Ressler,5.9,62,United States,Finance,Finance & Investments
437.00,Andreas Halvorsen,5.9,61,Norway,Hedge funds,Finance & Investments
437.00,Jaran Chiaravanont,5.9,93,Thailand,Diversified,Diversified
437.00,Cai Kui,5.9,60,China,Real estate,Real Estate
442.00,Niels Peter Louis-Hansen,5.8,75,Denmark,Medical devices,Healthcare
442.00,Josh Harris,5.8,58,United States,Private equity,Finance & Investments
442.00,Patrick Soon-Shiong,5.8,70,United States,Pharmaceuticals,Healthcare
445.00,Rinat Akhmetov,5.7,56,Ukraine,"Steel, coal",Metals & Mining
445.00,John Brown,5.7,88,United States,Medical equipment,Healthcare
445.00,Clive Calder,5.7,76,United Kingdom,Record label,Media & Entertainment
445.00,Robert Ziff,5.7,56,United States,Investments,Finance & Investments
445.00,Dirk Ziff,5.7,59,United States,Investments,Finance & Investments
445.00,Daniel Ziff,5.7,51,United States,Investments,Finance & Investments
445.00,Helmut Sohmen,5.7,83,Austria,Shipping,Logistics
445.00,Thomas Schmidheiny,5.7,77,Switzerland,Cement,Construction & Engineering
445.00,Fredrik Lundberg,5.7,71,Sweden,"Real estate, investments",Real Estate
445.00,Arthur Irving,5.7,93,Canada,Oil,Energy
455.00,Li Ge,5.6,56,United States,Pharmaceutical ingredients,Healthcare
455.00,Karen Pritzker,5.6,65,United States,"Hotels, investments",Finance & Investments
455.00,Robert Rowling,5.6,69,United States,"Hotels, investments",Service
455.00,Ray Lee Hunt,5.6,79,United States,"Oil, real estate",Energy
455.00,Maria Angelicoussis,5.6,41,Greece,Shipping,Logistics
455.00,Wu Jianshu,5.6,59,Hong Kong,Auto parts,Automotive
455.00,Seo Jung-jin,5.6,65,South Korea,Biotech,Healthcare
455.00,Teddy Sagi,5.6,51,Israel,Gambling software,Gambling & Casinos
455.00,Vikram Lal & family,5.6,81,India,Motorcycles,Automotive
455.00,Lai Meisong,5.6,52,China,Package delivery,Logistics
455.00,Ken Langone,5.6,87,United States,Investments,Finance & Investments
466.00,Jiang Weiping & family,5.5,68,China,Chemicals,Manufacturing
466.00,Wolfgang Marguerre & family,5.5,81,Germany,Pharmaceuticals,Healthcare
466.00,Ludwig Merckle,5.5,58,Germany,Pharmaceuticals,Finance & Investments
466.00,Archie Aldis Emmerson & family,5.5,93,United States,"Timberland, lumber mills",Manufacturing
466.00,Patrick Collison,5.5,34,Ireland,Payment software,Technology
466.00,Zhao Yan,5.5,56,China,Biotech,Diversified
466.00,John Collison,5.5,32,Ireland,Payments software,Technology
466.00,Richard White,5.5,68,Australia,Software,Technology
466.00,Pierre Chen,5.5,66,Taiwan,Electronics,Technology
466.00,Margaretta Taylor,5.5,80,United States,"Media, automotive",Media & Entertainment
466.00,James Chambers,5.5,65,United States,"Media, automotive",Media & Entertainment
466.00,Sergio Stevanato & family,5.5,80,Italy,Medical packaging,Healthcare
466.00,Micky Arison,5.5,73,United States,Carnival Cruises,Service
466.00,Paul Singer,5.5,78,United States,Hedge funds,Finance & Investments
466.00,Jean Salata,5.5,57,Chile,Finance,Finance & Investments
466.00,Katharine Rayner,5.5,78,United States,"Media, automotive",Media & Entertainment
466.00,Mitchell Rales,5.5,66,United States,"Manufacturing, investments",Manufacturing
466.00,Dan Friedkin,5.5,58,United States,Toyota dealerships,Automotive
466.00,Piero Ferrari,5.5,77,Italy,Automobiles,Automotive
466.00,James Irving,5.5,95,Canada,Diversified,Diversified
486.00,Miao Hangen,5.4,58,China,"Textiles, petrochemicals",Diversified
486.00,Michael Pieper,5.4,77,Switzerland,Kitchen appliances,Manufacturing
486.00,Miuccia Prada,5.4,73,Italy,Luxury goods,Fashion & Retail
486.00,Patrizio Bertelli,5.4,77,Italy,Luxury goods,Fashion & Retail
486.00,Renate Reimann-Haas,5.4,71,Germany,Consumer goods,Fashion & Retail
486.00,Stefan Reimann-Andersen,5.4,59,Germany,Consumer goods,Fashion & Retail
486.00,Matthias Reimann-Andersen,5.4,58,Germany,Consumer goods,Fashion & Retail
486.00,Wolfgang Reimann,5.4,70,Germany,Consumer goods,Fashion & Retail
486.00,Mat Ishbia,5.4,43,United States,Mortgage lender,Finance & Investments
486.00,Mahendra Choksi & family,5.4,81,India,Paints,Manufacturing
486.00,Leo Koguan,5.4,68,United States,IT provider,Technology
497.00,Stewart Resnick,5.3,86,United States,Agriculture,Food & Beverage
497.00,Gary Rollins,5.3,78,United States,Pest control,Service
497.00,Mark Walter,5.3,62,United States,"Finance, asset management",Finance & Investments
497.00,Douglas Leone,5.3,65,United States,Venture capital,Finance & Investments
497.00,Elizabeth Johnson,5.3,59,United States,Fidelity,Finance & Investments
497.00,Ibrahim Erdemoglu,5.3,60,Turkey,Carpet,Manufacturing
497.00,Rick Caruso,5.3,64,United States,Real estate,Real Estate
497.00,Todd Boehly,5.3,49,United States,Finance,Finance & Investments
497.00,M.A. Yusuff Ali,5.3,67,India,Retail,Fashion & Retail
497.00,Erich Wesjohann & family,5.3,77,Germany,Poultry genetics,Food & Beverage
497.00,Ronald Wanek,5.3,81,United States,Furniture,Manufacturing
497.00,Thomas Pritzker,5.3,72,United States,"Hotels, investments",Finance & Investments
497.00,Prajogo Pangestu,5.3,78,Indonesia,Petrochemicals,Diversified
497.00,Lynda Resnick,5.3,80,United States,Agriculture,Food & Beverage
511.00,Charles Simonyi,5.2,74,United States,Microsoft,Technology
511.00,Ty Warner,5.2,78,United States,"Plush toys, real estate",Real Estate
511.00,Sam Zell,5.2,81,United States,"Real estate, private equity",Real Estate
511.00,Ananda Krishnan,5.2,85,Malaysia,"Telecoms, media, oil-services",Telecom
511.00,Micky Jagtiani,5.2,71,India,Retail,Fashion & Retail
511.00,Gao Dekang & family,5.2,71,China,Apparel,Fashion & Retail
511.00,Robert Faith,5.2,59,United States,Real estate management,Real Estate
511.00,Cheng Xue,5.2,53,China,Soy sauce,Food & Beverage
511.00,Alexandre Behring,5.2,56,Brazil,Investments,Finance & Investments
511.00,"Robert Rich, Jr.",5.2,82,United States,Frozen foods,Food & Beverage
511.00,Barry Lam,5.2,73,Taiwan,Electronics,Technology
511.00,Mark Scheinberg,5.2,49,Canada,Online gambling,Gambling & Casinos
523.00,Romesh T. Wadhwani,5.1,75,United States,Software,Technology
523.00,Tse Ping & family,5.1,71,China,Pharmaceuticals,Healthcare
523.00,Tony Tamer,5.1,65,United States,Private equity,Finance & Investments
523.00,Kjell Inge Rokke,5.1,64,Norway,"Shipping, seafood",Logistics
523.00,Sami Mnaymneh,5.1,61,United States,Private equity,Finance & Investments
523.00,Kwon Hyuk-bin,5.1,49,South Korea,Online games,Media & Entertainment
523.00,Charles B. Johnson,5.1,90,United States,Franklin Templeton,Finance & Investments
523.00,Rekha Jhunjhunwala,5.1,59,India,Investments,Finance & Investments
523.00,Wei Fang,5.1,49,China,Steel,Manufacturing
523.00,Denise York & family,5.1,72,United States,San Francisco 49ers,Sports
523.00,Hansjoerg Wyss,5.1,88,Switzerland,Medical devices,Healthcare
534.00,Robert Bass,5,75,United States,"Oil, investments",Energy
534.00,Chip Wilson,5,66,Canada,Lululemon,Fashion & Retail
534.00,Dona Bertarelli,5,55,Switzerland,Biotech and investments,Healthcare
534.00,Zhu Yan & family,5,N/A,China,Real estate,Real Estate
534.00,Alexander Gerko,5,43,United Kingdom,Trading,Finance & Investments
534.00,Ugur Sahin,5,57,Germany,Biotechnology,Healthcare
534.00,Janice McNair,5,86,United States,"Energy, sports",Sports
534.00,George Lucas,5,78,United States,Star Wars,Media & Entertainment
534.00,Michel Leclercq & family,5,83,France,Sporting goods,Fashion & Retail
534.00,Jane Lauder,5,50,United States,Estée Lauder,Fashion & Retail
534.00,Kim Beom-su,5,57,South Korea,Online services,Technology
534.00,Viktor Kharitonin,5,50,Russia,Pharmaceuticals,Healthcare
534.00,"Robert Hale, Jr.",5,56,United States,Telecom,Telecom
534.00,Martin Haefner,5,69,Switzerland,"Software, investments",Technology
534.00,Thomas Straumann,5,59,Switzerland,Dental implants,Healthcare
534.00,Alexandra Schoerghuber & family,5,64,Germany,Real estate,Real Estate
534.00,Ron Baron,5,79,United States,Money management,Finance & Investments
534.00,Murat Ulker,5,64,Turkey,Food,Food & Beverage
552.00,Kelcy Warren,4.9,67,United States,Pipelines,Energy
552.00,Zhang Tao,4.9,50,China,E-commerce,Fashion & Retail
552.00,Jim Davis & family,4.9,79,United States,New Balance,Manufacturing
552.00,Emanuele (Lino) Saputo & family,4.9,86,Canada,Cheese,Food & Beverage
552.00,Rudolf Maag,4.9,77,Switzerland,Medical devices,Healthcare
552.00,Lim Hariyanto Wijaya Sarwono,4.9,94,Indonesia,"Palm oil, nickel mining",Metals & Mining
552.00,Bidzina Ivanishvili,4.9,67,Georgia,Investments,Finance & Investments
552.00,Jonathan Gray,4.9,53,United States,Investments,Finance & Investments
552.00,Tom Golisano,4.9,81,United States,Payroll services,Service
552.00,Marcos Galperin,4.9,N/A,Argentina,E-commerce,Technology
552.00,Dagmar Dolby & family,4.9,81,United States,Dolby Laboratories,Technology
552.00,Murali Divi & family,4.9,72,India,Pharmaceuticals,Healthcare
552.00,Dan Snyder,4.9,58,United States,Washington Commanders,Sports
552.00,Mark Shoen,4.9,72,United States,U-Haul,Automotive
552.00,Chairul Tanjung,4.9,60,Indonesia,Diversified,Diversified
567.00,Michael Ashley,4.8,58,United Kingdom,Sports retailing,Fashion & Retail
567.00,Winifred J. Marquart,4.8,63,United States,Cleaning products,Manufacturing
567.00,Thai Lee,4.8,64,United States,IT provider,Technology
567.00,Vinod Khosla,4.8,68,United States,Venture capital,Technology
567.00,Helen Johnson-Leipold,4.8,66,United States,Cleaning products,Manufacturing
567.00,S. Curtis Johnson,4.8,67,United States,Cleaning products,Manufacturing
567.00,H. Fisk Johnson,4.8,64,United States,Cleaning products,Manufacturing
567.00,Jimmy Haslam,4.8,69,United States,"Gas stations, retail",Fashion & Retail
567.00,Bernard Broermann,4.8,79,Germany,Hospitals,Healthcare
567.00,Tomasz Biernacki,4.8,50,Poland,Supermarkets,Fashion & Retail
567.00,Horst Julius Pudwill,4.8,78,Germany,Manufacturing,Manufacturing
567.00,Pankaj Patel,4.8,70,India,Pharmaceuticals,Healthcare
567.00,Yu Yong,4.8,62,China,Mining,Finance & Investments
580.00,Maria Fernanda Amorim & family,4.7,88,Portugal,"Energy, investments",Diversified
580.00,Gayle Benson,4.7,76,United States,New Orleans Saints,Sports
580.00,Jason Chang,4.7,78,Singapore,Electronics,Technology
580.00,Tim Sweeney,4.7,52,United States,Video games,Media & Entertainment
580.00,Zuowen Song,4.7,76,China,"Aluminum, diversified",Diversified
580.00,Thomas Secunda,4.7,68,United States,Bloomberg LP,Media & Entertainment
580.00,Li Gaiteng,4.7,50,China,Hair dryers,Manufacturing
580.00,Hong Ra-hee,4.7,77,South Korea,Samsung,Technology
580.00,Carlo Fidani,4.7,68,Canada,Real estate,Real Estate
580.00,Andre Esteves,4.7,54,Brazil,Banking,Finance & Investments
580.00,Ali Erdemoglu,4.7,63,Turkey,Carpet,Manufacturing
591.00,Fan Hongwei,4.6,56,China,Petrochemicals,Energy
591.00,Richard Li,4.6,56,Hong Kong,Telecom,Telecom
591.00,Vladimir Kim,4.6,62,Kazakhstan,Mining,Metals & Mining
591.00,Doug Meijer & family,4.6,69,United States,Supermarkets,Fashion & Retail
591.00,"Andre Koo, Sr.",4.6,55,Taiwan,Financial services,Finance & Investments
591.00,Hank Meijer & family,4.6,71,United States,Supermarkets,Fashion & Retail
591.00,Bert Beveridge,4.6,61,United States,Vodka,Food & Beverage
591.00,Xue Min,4.6,66,China,Healthcare,Healthcare
591.00,Russ Weiner,4.6,52,United States,Energy drinks,Food & Beverage
591.00,Maximilian Viessmann,4.6,34,Germany,"Heating, cooling equipment",Manufacturing
591.00,Barry Sternlicht,4.6,62,United States,Private equity,Finance & Investments
591.00,Forrest Li,4.6,45,Singapore,Gaming,Media & Entertainment
591.00,Fred Smith,4.6,78,United States,FedEx,Logistics
591.00,Li Chunan,4.6,54,China,Renewable energy,Manufacturing
591.00,Issad Rebrab & family,4.6,79,Algeria,Food,Food & Beverage
591.00,Ronald Lauder,4.6,79,United States,Estee Lauder,Fashion & Retail
591.00,Mark Meijer & family,4.6,65,United States,Supermarkets,Fashion & Retail
591.00,Charles Dolan & family,4.6,96,United States,Cable television,Media & Entertainment
591.00,Mark Cuban,4.6,64,United States,"Online media, Dallas Mavericks",Media & Entertainment
591.00,Jack Dorsey,4.6,46,United States,"Twitter, Square",Technology
611.00,N.R. Narayana Murthy,4.5,76,India,Software services,Technology
611.00,Odd Reitan & family,4.5,71,Norway,"Retail, real estate",Fashion & Retail
611.00,Dietmar Hopp & family,4.5,82,Germany,Software,Technology
611.00,Juan Domingo Beckmann Legorreta & family,4.5,55,Mexico,Tequila,Food & Beverage
611.00,You Xiaoping,4.5,65,China,"Chemicals, spandex",Manufacturing
611.00,Samuel Yin,4.5,72,Taiwan,Retail,Diversified
611.00,Xu Jinfu,4.5,59,China,Chemicals,Manufacturing
611.00,David Velez & family,4.5,41,Colombia,Fintech,Finance & Investments
611.00,Hussain Sajwani,4.5,70,United Arab Emirates,Real estate,Real Estate
611.00,Marc Rowan,4.5,60,United States,Private equity,Finance & Investments
611.00,Joseph Liemandt,4.5,54,United States,Software,Technology
611.00,Jiang Bin,4.5,56,China,Acoustic components,Technology
611.00,Theo Mueller,4.5,83,Germany,Dairy,Food & Beverage
624.00,Christian Haub,4.4,58,Germany,Retail,Fashion & Retail
624.00,Mangal Prabhat Lodha,4.4,67,India,Real estate,Real Estate
624.00,Jeffrey Lurie & family,4.4,71,United States,Philadelphia Eagles,Sports
624.00,Neal Blue & family,4.4,88,United States,Defense,Manufacturing
624.00,Margot Birmingham Perot,4.4,89,United States,"Computer services, real estate",Technology
624.00,Stéphane Bancel,4.4,50,France,"Biotech, vaccines",Healthcare
624.00,Mikhail Shelkov,4.4,54,Russia,Titanium,Metals & Mining
624.00,Qian Dongqi & family,4.4,65,China,Home-cleaning robots,Manufacturing
624.00,Joe Mansueto,4.4,66,United States,Investment research,Finance & Investments
624.00,Rafael Del Pino,4.4,64,Spain,Construction,Construction & Engineering
624.00,Jim Davis,4.4,63,United States,Staffing & recruiting,Service
624.00,Peter Grogg,4.4,81,Switzerland,Biochemicals,Healthcare
636.00,Timur Kulibaev,4.3,56,Kazakhstan,Banking,Finance & Investments
636.00,Dinara Kulibaeva,4.3,55,Kazakhstan,Banking,Finance & Investments
636.00,Ian Livingstone,4.3,60,United Kingdom,Real estate,Real Estate
636.00,Johnelle Hunt,4.3,91,United States,Trucking,Logistics
636.00,Wang Junshi & family,4.3,74,China,Solar inverters,Manufacturing
636.00,Hu Kaijun,4.3,61,China,Pharmaceuticals,Healthcare
636.00,Frank Wang,4.3,42,China,Drones,Technology
